DATE_TIME,LATITUDE,LONGITUDE,GEOHASH,MINIMUM_SPEED,MAXIMUM_SPEED,AVERAGE_SPEED,NUMBER_OF_VEHICLES,WEATHER,IS_HOLIDAY,IS_PEAK_HOUR,IS_WEEKEND,SEASON
2024-07-01 02:00:00,41.0311889648438,28.8995361328125,sxk93t,5.0,110.0,,23.0,Rainy,0.0,0.0,1.0,Winter
2024-08-01 01:00:00,41.1685180664063,,sxkdpy,62.0,82.0,72.0,2.0,Rainy,0.0,0.0,1.0,Winter
2024-06-01 00:00:00,40.9213256835938,29.1851806640625,sxkbb1,,82.0,53.0,33.0,,0.0,0.0,1.0,Winter
2024-02-01 00:00:00,41.2454223632813,28.0426025390625,sx7fwh,74.0,139.0,,14.0,Cloudy,0.0,0.0,1.0,Winter
2024-09-01 00:00:00,41.0311889648438,28.9874267578125,sxk97t,1.0,69.0,28.0,54.0,Sunny,,0.0,,Winter
2024-05-01 00:00:00,41.0531616210938,29.0643310546875,sxk9t3,5.0,50.0,,9.0,Cloudy,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,,29.6136474609375,sxm41u,79.0,83.0,81.0,1.0,Rainy,0.0,0.0,1.0,Winter
2024-01-01 02:00:00,40.9213256835938,29.3499755859375,sxkbgc,29.0,169.0,93.0,104.0,Sunny,0.0,0.0,1.0,Winter
2024-07-01 01:00:00,41.1355590820313,28.9544677734375,sxkd4b,7.0,62.0,24.0,7.0,Rainy,0.0,,,Winter
2024-04-01 00:00:00,41.0037231445313,28.6907958984375,sxk3kb,,,62.0,193.0,Sunny,0.0,0.0,1.0,Winter
2024-08-01 02:00:00,41.0861206054688,28.9105224609375,,9.0,90.0,43.0,,Cloudy,0.0,0.0,1.0,Winter
2024-03-01 00:00:00,41.2289428710938,29.0533447265625,sxkdt1,,,91.0,85.0,Cloudy,0.0,,1.0,Winter
2024-08-01 00:00:00,41.0641479492188,29.1082763671875,sxk9w7,19.0,140.0,87.0,238.0,Snowy,0.0,0.0,1.0,Winter
2024-01-01 02:00:00,,28.2513427734375,sxk1fu,88.0,96.0,92.0,3.0,Snowy,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,41.0531616210938,29.1851806640625,sxkc81,77.0,147.0,103.0,17.0,,0.0,,1.0,Winter
2024-04-01 02:00:00,41.1849975585938,28.6907958984375,sxk6kc,39.0,96.0,54.0,4.0,Snowy,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,40.9652709960938,29.0972900390625,sxk9n1,3.0,38.0,,22.0,Sunny,,0.0,1.0,Winter
2024-06-01 00:00:00,41.0037231445313,29.0313720703125,sxk9k8,3.0,127.0,50.0,171.0,Cloudy,0.0,0.0,1.0,Winter
2024-11-01 02:00:00,41.2234497070313,28.8446044921875,sxkd82,57.0,151.0,94.0,55.0,Sunny,0.0,0.0,1.0,Winter
2024-09-01 02:00:00,41.0861206054688,28.8995361328125,sxk99x,5.0,72.0,45.0,15.0,,0.0,0.0,1.0,Winter
2024-01-01 02:00:00,41.0971069335938,28.7786865234375,sxk3yc,37.0,43.0,40.0,2.0,Cloudy,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,41.2289428710938,28.8446044921875,sxkd83,54.0,123.0,86.0,110.0,Snowy,1.0,0.0,,Winter
2024-05-01 02:00:00,41.3442993164063,27.9656982421875,sx7ghq,620.0,940.0,,4.0,Sunny,0.0,,,Winter
2024-02-01 01:00:00,41.1135864257813,28.8226318359375,sxk3zu,520.0,950.0,73.0,,Sunny,0.0,0.0,1.0,Winter
2024-07-01 02:00:00,,28.7786865234375,sxk3wy,,,44.0,1.0,Cloudy,0.0,0.0,1.0,Winter
2024-08-01 01:00:00,40.9872436523438,27.9656982421875,sx7chm,35.0,111.0,71.0,27.0,Rainy,0.0,0.0,1.0,Winter
2024-12-01 01:00:00,41.0641479492188,29.0093994140625,sxk9s5,20.0,1080.0,52.0,195.0,,0.0,0.0,1.0,Winter
2024-02-01 00:00:00,41.0037231445313,29.0093994140625,sxk9k0,,,53.0,,Sunny,0.0,0.0,1.0,Winter
2024-01-01 01:00:00,,28.4930419921875,sxk60m,53.0,134.0,88.0,23.0,Cloudy,0.0,0.0,1.0,
2024-10-01 00:00:00,40.9597778320313,29.1082763671875,sxk9n2,4.0,,44.0,350.0,Snowy,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,41.1355590820313,29.0643310546875,sxkdj2,7.0,66.0,35.0,11.0,Cloudy,0.0,0.0,1.0,Winter
2024-04-01 00:00:00,40.8718872070313,29.2730712890625,sxkbd0,60.0,,65.0,293.0,Cloudy,0.0,0.0,1.0,Winter
2024-12-01 01:00:00,41.0092163085938,29.2950439453125,sxkc69,81.0,108.0,,3.0,Rainy,1.0,0.0,1.0,Winter
2024-12-01 01:00:00,41.0861206054688,28.1414794921875,sxk18r,,129.0,98.0,,Cloudy,0.0,0.0,1.0,
2024-07-01 00:00:00,40.9762573242188,29.1741943359375,sxk9pg,11.0,60.0,38.0,16.0,Snowy,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,41.1575317382813,28.1085205078125,sx7fps,76.0,94.0,,2.0,Sunny,0.0,0.0,1.0,Winter
2024-05-01 00:00:00,41.0147094726563,28.6248779296875,,3.0,98.0,35.0,96.0,Cloudy,0.0,0.0,1.0,Winter
2024-03-01 01:00:00,40.8993530273438,,sxkbsj,23.0,101.0,59.0,27.0,Rainy,0.0,0.0,1.0,Winter
2024-06-01 01:00:00,,28.8555908203125,sxkd8d,66.0,96.0,,8.0,Rainy,0.0,0.0,1.0,Winter
2024-09-01 01:00:00,41.1520385742188,29.6246337890625,sxm445,32.0,86.0,61.0,1.0,Sunny,0.0,,1.0,Winter
2024-12-01 01:00:00,40.9872436523438,29.0643310546875,sxk9jm,,66.0,,16.0,,,0.0,1.0,Winter
2024-05-01 02:00:00,41.0586547851563,28.8995361328125,sxk99d,6.0,69.0,29.0,21.0,Cloudy,1.0,0.0,1.0,Winter
2024-10-01 00:00:00,41.0971069335938,29.3939208984375,sxkcuc,43.0,109.0,75.0,,Rainy,,0.0,1.0,Winter
2024-12-01 02:00:00,41.0092163085938,28.8006591796875,sxk3r3,40.0,700.0,28.0,23.0,Cloudy,0.0,0.0,1.0,
2024-10-01 00:00:00,,27.9986572265625,sx7fmj,50.0,123.0,89.0,33.0,Cloudy,0.0,0.0,1.0,
2024-05-01 01:00:00,40.9323120117188,29.4268798828125,sxkbve,71.0,163.0,98.0,22.0,Sunny,0.0,,1.0,Winter
2024-04-01 01:00:00,41.0861206054688,29.3389892578125,sxkcex,,91.0,65.0,5.0,Rainy,,0.0,,Winter
2024-01-01 01:00:00,40.9213256835938,29.1741943359375,sxk8zc,15.0,129.0,63.0,132.0,Cloudy,0.0,0.0,1.0,Winter
2024-12-01 02:00:00,41.0641479492188,28.9764404296875,sxk9e7,4.0,108.0,52.0,106.0,Snowy,,0.0,1.0,
2024-08-01 00:00:00,40.9652709960938,,sxkc51,13.0,144.0,80.0,,Sunny,0.0,0.0,1.0,Winter
2024-03-01 02:00:00,41.0092163085938,29.0753173828125,sxk9m9,7.0,143.0,47.0,45.0,Cloudy,,0.0,1.0,Winter
2024-07-01 00:00:00,41.0092163085938,29.0753173828125,sxk9m9,8.0,134.0,48.0,127.0,Sunny,0.0,0.0,1.0,Winter
2024-09-01 01:00:00,40.9762573242188,29.1082763671875,sxk9n7,6.0,83.0,34.0,30.0,Cloudy,0.0,0.0,1.0,Winter
2024-08-01 01:00:00,41.0092163085938,28.8336181640625,sxk921,49.0,39.0,19.0,35.0,Sunny,0.0,0.0,1.0,Winter
2024-03-01 02:00:00,41.3278198242188,27.9766845703125,sx7ghe,8.0,,32.0,3.0,Snowy,,0.0,1.0,Winter
2024-02-01 02:00:00,41.0696411132813,29.0753173828125,,15.0,65.0,30.0,10.0,Sunny,0.0,,1.0,Winter
2024-09-01 00:00:00,,28.6248779296875,sxk6g6,74.0,102.0,88.0,3.0,Cloudy,0.0,0.0,,Winter
2024-03-01 02:00:00,41.2234497070313,28.0645751953125,sx7fw8,,89.0,74.0,,Sunny,0.0,0.0,,Winter
2024-05-01 00:00:00,41.1520385742188,,sxk6pe,50.0,,91.0,110.0,,0.0,0.0,1.0,Winter
2024-09-01 02:00:00,41.0092163085938,28.9544677734375,,1.0,75.0,32.0,70.0,Cloudy,0.0,0.0,1.0,Winter
2024-01-01 02:00:00,41.1849975585938,,sxk6k9,,76.0,38.0,6.0,Cloudy,1.0,0.0,1.0,Winter
2024-06-01 02:00:00,41.0311889648438,28.8885498046875,,6.0,71.0,28.0,3.0,Cloudy,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,40.8993530273438,29.1412353515625,,39.0,90.0,66.0,15.0,Snowy,0.0,0.0,1.0,Winter
2024-08-01 00:00:00,41.1245727539063,28.8336181640625,sxk9bn,,165.0,73.0,,Snowy,,0.0,1.0,Winter
2024-05-01 00:00:00,40.9817504882813,28.8006591796875,sxk3pk,5.0,84.0,,22.0,,0.0,0.0,1.0,Winter
2024-05-01 01:00:00,40.9652709960938,29.1851806640625,sxkc01,50.0,118.0,82.0,16.0,Cloudy,0.0,0.0,1.0,Winter
2024-06-01 01:00:00,40.7949829101563,29.4268798828125,sxkbjd,43.0,117.0,81.0,64.0,,0.0,,,Winter
2024-05-01 02:00:00,41.1080932617188,29.0313720703125,,30.0,870.0,49.0,35.0,Snowy,0.0,0.0,,Winter
2024-09-01 00:00:00,40.9872436523438,29.1961669921875,sxkc0m,1.0,148.0,50.0,,,0.0,0.0,1.0,Winter
2024-04-01 01:00:00,41.1245727539063,29.0753173828125,sxk9vw,15.0,,41.0,8.0,,,0.0,1.0,
2024-08-01 00:00:00,41.0421752929688,28.4710693359375,sxk1rz,25.0,95.0,53.0,5.0,Cloudy,0.0,0.0,1.0,Winter
2024-07-01 01:00:00,40.9982299804688,28.9105224609375,sxk91z,3.0,34.0,16.0,,Rainy,0.0,0.0,,Winter
2024-07-01 00:00:00,40.8993530273438,,sxk8xj,20.0,86.0,,23.0,Rainy,,0.0,,Winter
2024-10-01 01:00:00,,29.0313720703125,sxk9sw,2.0,58.0,23.0,49.0,Rainy,0.0,0.0,1.0,Winter
2024-05-01 00:00:00,41.0366821289063,28.9764404296875,sxk97q,1.0,74.0,25.0,126.0,Sunny,0.0,0.0,1.0,Winter
2024-09-01 01:00:00,41.0311889648438,28.8995361328125,,8.0,86.0,45.0,39.0,Sunny,0.0,0.0,1.0,Winter
2024-02-01 02:00:00,41.2344360351563,28.0426025390625,sx7fw4,91.0,91.0,91.0,1.0,Cloudy,0.0,0.0,1.0,Winter
2024-05-01 01:00:00,41.0147094726563,,sxk324,59.0,96.0,71.0,14.0,Sunny,0.0,0.0,1.0,Winter
2024-07-01 02:00:00,41.0476684570313,28.7786865234375,sxk3wb,1.0,76.0,33.0,16.0,,,0.0,1.0,Winter
2024-12-01 02:00:00,40.8663940429688,29.2510986328125,sxkb3x,34.0,82.0,62.0,19.0,Cloudy,0.0,0.0,1.0,Winter
2024-05-01 02:00:00,41.0861206054688,28.6578369140625,sxk3sp,52.0,,67.0,3.0,Cloudy,0.0,,1.0,Winter
2024-12-01 01:00:00,40.9597778320313,29.0753173828125,sxk9j8,3.0,88.0,28.0,36.0,Cloudy,0.0,,1.0,Winter
2024-05-01 00:00:00,40.9707641601563,29.1192626953125,sxk9nd,30.0,540.0,26.0,67.0,Rainy,0.0,0.0,1.0,Winter
2024-04-01 00:00:00,41.0202026367188,28.8006591796875,sxk3r7,4.0,58.0,22.0,45.0,Cloudy,0.0,0.0,1.0,Winter
2024-12-01 00:00:00,41.1190795898438,29.0423583984375,sxk9uv,6.0,47.0,29.0,6.0,Sunny,1.0,,1.0,Winter
2024-05-01 00:00:00,40.9872436523438,28.8226318359375,,9.0,103.0,68.0,42.0,Cloudy,0.0,,,Winter
2024-01-01 00:00:00,41.2289428710938,28.6138916015625,sxk6e1,71.0,139.0,98.0,32.0,,1.0,0.0,1.0,Winter
2024-08-01 00:00:00,40.9817504882813,,sxk3js,2.0,102.0,29.0,290.0,Cloudy,0.0,0.0,1.0,Winter
2024-03-01 01:00:00,,29.4158935546875,sxkcv7,540.0,870.0,73.0,3.0,,0.0,0.0,1.0,Winter
2024-10-01 00:00:00,41.0202026367188,28.8446044921875,sxk927,4.0,75.0,,99.0,,0.0,0.0,1.0,Winter
2024-09-01 00:00:00,41.2179565429688,28.8336181640625,sxkd2p,,,93.0,236.0,Cloudy,0.0,0.0,1.0,Winter
2024-01-01 01:00:00,40.9872436523438,29.3389892578125,sxkc5t,61.0,98.0,75.0,13.0,Rainy,0.0,0.0,1.0,Winter
2024-10-01 01:00:00,40.9432983398438,29.3719482421875,,13.0,126.0,69.0,9.0,Cloudy,0.0,0.0,1.0,Winter
2024-03-01 01:00:00,40.9652709960938,29.0643310546875,sxk9j3,3.0,68.0,25.0,33.0,Sunny,0.0,0.0,1.0,Winter
2024-11-01 00:00:00,40.9982299804688,27.9766845703125,sx7chx,6.0,116.0,56.0,18.0,,,0.0,1.0,Winter
2024-10-01 01:00:00,41.1959838867188,29.0093994140625,sxkdk5,15.0,64.0,,2.0,Rainy,0.0,0.0,1.0,
2024-07-01 01:00:00,41.1630249023438,28.4710693359375,sxk4pv,7.0,93.0,50.0,18.0,Rainy,0.0,0.0,1.0,Winter
2024-01-01 02:00:00,40.9432983398438,29.1412353515625,sxk8zj,13.0,112.0,46.0,18.0,,0.0,,1.0,Winter
2024-05-01 02:00:00,40.8993530273438,29.3719482421875,sxkbsm,4.0,,84.0,106.0,Sunny,0.0,0.0,1.0,Winter
2024-07-01 00:00:00,40.9378051757813,29.1632080078125,sxk8zs,120.0,,24.0,7.0,Snowy,1.0,0.0,1.0,Winter
2024-02-01 00:00:00,41.2399291992188,28.7677001953125,sxk6we,19.0,129.0,92.0,43.0,Sunny,0.0,0.0,,Winter
2024-06-01 00:00:00,41.0806274414063,28.0426025390625,,61.0,130.0,95.0,13.0,Cloudy,1.0,,1.0,Winter
2024-11-01 01:00:00,,28.3831787109375,sxk1tv,78.0,90.0,84.0,,Sunny,0.0,0.0,1.0,Winter
2024-08-01 02:00:00,41.1740112304688,28.4600830078125,sxk4px,73.0,157.0,95.0,24.0,Sunny,0.0,,1.0,
2024-05-01 01:00:00,,28.9434814453125,sxk9dd,2.0,71.0,36.0,23.0,,0.0,0.0,1.0,Winter
2024-04-01 02:00:00,40.8883666992188,29.3499755859375,sxkbeg,9.0,111.0,69.0,,Rainy,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,41.1959838867188,,sxk6k7,420.0,550.0,47.0,2.0,,0.0,0.0,1.0,Winter
2024-03-01 01:00:00,41.0916137695313,28.7786865234375,sxk3yb,95.0,95.0,95.0,1.0,Rainy,0.0,0.0,1.0,Winter
2024-12-01 00:00:00,41.0092163085938,28.9764404296875,sxk973,8.0,28.0,18.0,6.0,Sunny,,0.0,1.0,Winter
2024-03-01 01:00:00,,29.3719482421875,,460.0,1360.0,87.0,97.0,Snowy,0.0,0.0,1.0,
2024-02-01 02:00:00,40.8993530273438,29.2291259765625,sxkb9j,10.0,156.0,84.0,88.0,,0.0,0.0,,Winter
2024-09-01 02:00:00,41.1355590820313,,sxk600,69.0,,91.0,,Sunny,1.0,0.0,1.0,Winter
2024-10-01 01:00:00,40.9597778320313,,sxk9p2,6.0,64.0,,9.0,Cloudy,0.0,0.0,1.0,Winter
2024-12-01 00:00:00,41.1026000976563,28.7786865234375,sxk3yf,17.0,64.0,36.0,6.0,Sunny,0.0,0.0,1.0,Winter
2024-05-01 01:00:00,41.1520385742188,29.0093994140625,,20.0,67.0,46.0,3.0,Snowy,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,41.1135864257813,,sxk1bu,35.0,82.0,58.0,10.0,Sunny,1.0,0.0,1.0,Winter
2024-05-01 02:00:00,41.0751342773438,28.8555908203125,sxk98t,47.0,80.0,63.0,8.0,Snowy,0.0,0.0,1.0,Winter
2024-11-01 00:00:00,41.0476684570313,28.7567138671875,sxk3w2,15.0,106.0,64.0,39.0,Sunny,0.0,0.0,1.0,Winter
2024-12-01 00:00:00,,29.0643310546875,sxk9tr,23.0,56.0,40.0,3.0,Sunny,0.0,0.0,,Winter
2024-10-01 00:00:00,41.2124633789063,29.0423583984375,sxkdky,20.0,52.0,35.0,8.0,Rainy,0.0,0.0,1.0,Winter
2024-01-01 00:00:00,41.1740112304688,28.8995361328125,,6.0,61.0,,6.0,Sunny,0.0,0.0,1.0,Winter
2024-08-01 02:00:00,41.0806274414063,28.6578369140625,sxk3sn,35.0,116.0,78.0,11.0,Rainy,0.0,0.0,1.0,Winter
2024-07-01 01:00:00,40.9872436523438,28.8006591796875,,6.0,78.0,47.0,33.0,,0.0,,1.0,Winter
2024-08-01 00:00:00,41.0806274414063,28.7896728515625,sxk3xn,,72.0,36.0,19.0,,0.0,0.0,1.0,Winter
2024-02-01 00:00:00,41.0421752929688,28.6798095703125,sxk3kx,4.0,82.0,36.0,59.0,Snowy,0.0,0.0,1.0,
2024-04-01 00:00:00,41.0256958007813,28.9215087890625,sxk96h,11.0,117.0,66.0,307.0,Cloudy,0.0,,1.0,Winter
2024-10-01 00:00:00,40.9323120117188,29.1522216796875,sxk8z7,,71.0,28.0,51.0,Snowy,0.0,0.0,1.0,Winter
2024-03-01 00:00:00,41.0696411132813,29.1082763671875,sxk9wk,54.0,159.0,90.0,255.0,Cloudy,0.0,0.0,1.0,
2024-08-01 02:00:00,41.0421752929688,28.8885498046875,sxk93r,60.0,,72.0,84.0,Cloudy,0.0,0.0,1.0,Winter
2024-04-01 00:00:00,41.2124633789063,27.9656982421875,sx7fkq,85.0,128.0,97.0,22.0,Rainy,0.0,0.0,1.0,Winter
2024-11-01 02:00:00,41.0421752929688,29.2840576171875,sxkc6r,31.0,57.0,44.0,2.0,Cloudy,0.0,0.0,1.0,
2024-12-01 01:00:00,41.1080932617188,29.0093994140625,sxk9u5,2.0,,50.0,80.0,Snowy,0.0,0.0,1.0,Winter
2024-07-01 02:00:00,41.0861206054688,28.8995361328125,sxk99x,5.0,72.0,45.0,15.0,Sunny,0.0,0.0,1.0,Winter
2024-10-01 01:00:00,40.9597778320313,28.8336181640625,sxk900,11.0,46.0,28.0,14.0,Cloudy,0.0,,1.0,Winter
2024-02-01 02:00:00,41.1190795898438,,sxk9vm,5.0,61.0,31.0,9.0,Snowy,0.0,0.0,1.0,
2024-04-01 02:00:00,40.9927368164063,29.1741943359375,sxk9py,,150.0,84.0,128.0,Cloudy,0.0,0.0,1.0,Winter
2024-04-01 00:00:00,41.1849975585938,29.0423583984375,,8.0,59.0,33.0,24.0,Cloudy,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,,,sxk96r,4.0,70.0,39.0,45.0,Sunny,0.0,0.0,,Winter
2024-02-01 00:00:00,41.1740112304688,29.1961669921875,sxkf0r,46.0,72.0,,4.0,Rainy,,0.0,1.0,Winter
2024-06-01 00:00:00,41.0696411132813,29.0972900390625,sxk9wh,32.0,64.0,47.0,4.0,Cloudy,0.0,0.0,1.0,Winter
2024-02-01 01:00:00,,29.0423583984375,sxk9hf,12.0,44.0,27.0,9.0,Sunny,0.0,0.0,1.0,Winter
2024-02-01 01:00:00,41.1465454101563,28.8995361328125,sxkd1d,560.0,1190.0,77.0,101.0,Snowy,0.0,0.0,1.0,Winter
2024-12-01 01:00:00,40.8334350585938,,sxkb73,12.0,152.0,,120.0,Cloudy,0.0,0.0,1.0,Winter
2024-12-01 01:00:00,40.9762573242188,28.8885498046875,sxk917,,86.0,49.0,51.0,Snowy,0.0,0.0,1.0,Winter
2024-01-01 01:00:00,41.0147094726563,,sxk9mf,,41.0,22.0,31.0,Cloudy,0.0,0.0,1.0,Winter
2024-05-01 01:00:00,41.1080932617188,28.8665771484375,sxk9bg,40.0,630.0,27.0,27.0,Sunny,1.0,0.0,1.0,Winter
2024-06-01 01:00:00,41.0147094726563,,sxk9kf,13.0,75.0,39.0,12.0,Sunny,0.0,0.0,1.0,Winter
2024-11-01 02:00:00,40.9707641601563,29.1522216796875,sxk9p6,,,29.0,2.0,,0.0,0.0,,Winter
2024-01-01 01:00:00,41.0641479492188,29.0972900390625,sxk9w5,5.0,67.0,34.0,13.0,,1.0,,1.0,Winter
2024-09-01 02:00:00,40.9872436523438,29.1082763671875,sxk9nm,14.0,128.0,74.0,73.0,Rainy,0.0,0.0,1.0,Winter
2024-09-01 01:00:00,40.9762573242188,29.2181396484375,sxkc0g,9.0,154.0,71.0,152.0,Sunny,0.0,0.0,1.0,Winter
2024-11-01 00:00:00,40.9542846679688,29.1082763671875,sxk8yr,4.0,95.0,28.0,,Cloudy,1.0,0.0,1.0,Winter
2024-10-01 01:00:00,41.0586547851563,28.7127685546875,sxk3t6,5.0,150.0,68.0,160.0,Snowy,0.0,0.0,1.0,Winter
2024-11-01 00:00:00,40.9213256835938,29.3280029296875,sxkbg3,123.0,113.0,90.0,,Cloudy,0.0,0.0,1.0,Winter
2024-08-01 00:00:00,41.1026000976563,28.5919189453125,sxk3fd,64.0,154.0,104.0,,Snowy,0.0,0.0,1.0,Winter
2024-09-01 01:00:00,41.1465454101563,28.3172607421875,sxk4h6,66.0,137.0,91.0,9.0,Cloudy,,0.0,1.0,Winter
2024-09-01 01:00:00,,28.7677001953125,sxk3ne,35.0,,35.0,1.0,Sunny,1.0,0.0,1.0,Winter
2024-01-01 01:00:00,41.1685180664063,28.8116455078125,sxk6pw,61.0,153.0,97.0,96.0,Sunny,0.0,0.0,,Winter
2024-09-01 01:00:00,,28.1085205078125,,,106.0,106.0,1.0,Snowy,0.0,0.0,1.0,Winter
2024-11-01 02:00:00,41.0256958007813,28.8116455078125,sxk3rs,4.0,152.0,56.0,95.0,Snowy,0.0,0.0,1.0,Winter
2024-06-01 00:00:00,41.2234497070313,28.7786865234375,sxk6wb,38.0,111.0,65.0,9.0,Sunny,0.0,0.0,1.0,Winter
2024-10-01 02:00:00,40.8773803710938,29.3389892578125,sxkbe9,9.0,109.0,69.0,23.0,Snowy,1.0,0.0,1.0,Winter
2024-11-01 00:00:00,,28.9215087890625,sxk96p,3.0,64.0,31.0,42.0,Sunny,0.0,0.0,1.0,Winter
2024-01-01 01:00:00,41.1026000976563,29.0533447265625,sxk9v4,7.0,55.0,,,Rainy,0.0,,1.0,Winter
2024-03-01 01:00:00,41.1630249023438,28.9874267578125,sxkd5t,45.0,45.0,45.0,1.0,Snowy,0.0,,1.0,Winter
2024-10-01 01:00:00,41.0311889648438,29.0972900390625,sxk9qj,6.0,146.0,59.0,105.0,Rainy,0.0,0.0,1.0,
2024-12-01 01:00:00,41.1740112304688,28.4600830078125,,43.0,157.0,89.0,19.0,Sunny,0.0,0.0,1.0,
2024-12-01 02:00:00,40.8554077148438,29.3170166015625,sxkb7j,38.0,135.0,77.0,16.0,Rainy,0.0,0.0,1.0,Winter
2024-01-01 00:00:00,41.0147094726563,29.1851806640625,sxkc24,2.0,151.0,47.0,,Sunny,0.0,0.0,1.0,Winter
2024-07-01 00:00:00,40.9817504882813,29.0753173828125,sxk9js,5.0,88.0,34.0,81.0,Cloudy,0.0,0.0,,Winter
2024-02-01 02:00:00,41.0311889648438,29.0423583984375,sxk9kv,16.0,123.0,70.0,100.0,Sunny,0.0,0.0,1.0,Winter
2024-05-01 00:00:00,41.0256958007813,29.1961669921875,sxkc2k,79.0,,99.0,9.0,Snowy,0.0,,1.0,Winter
2024-10-01 00:00:00,41.1740112304688,28.8775634765625,sxkd1p,34.0,130.0,85.0,118.0,Rainy,0.0,0.0,1.0,
2024-09-01 00:00:00,,,sxk99q,2.0,66.0,25.0,61.0,Snowy,0.0,0.0,1.0,Winter
2024-04-01 01:00:00,41.1520385742188,29.4927978515625,sxkfp5,68.0,96.0,84.0,3.0,Cloudy,0.0,0.0,1.0,Winter
2024-08-01 02:00:00,,29.0753173828125,sxk9mw,81.0,71.0,34.0,16.0,Snowy,1.0,0.0,1.0,Winter
2024-10-01 01:00:00,41.0641479492188,28.1085205078125,sx7cxe,68.0,68.0,68.0,1.0,Rainy,0.0,,1.0,
2024-03-01 02:00:00,41.1410522460938,29.2840576171875,sxkf43,65.0,123.0,93.0,,Snowy,0.0,0.0,1.0,Winter
2024-01-01 01:00:00,41.1080932617188,28.8446044921875,sxk9b7,60.0,69.0,64.0,3.0,Snowy,0.0,0.0,1.0,
2024-05-01 02:00:00,41.1959838867188,28.7237548828125,sxk6me,11.0,64.0,37.0,13.0,Snowy,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,41.0806274414063,28.7567138671875,sxk3wq,44.0,54.0,47.0,3.0,Rainy,0.0,0.0,1.0,Winter
2024-05-01 00:00:00,41.1959838867188,29.2181396484375,sxkf2g,49.0,77.0,59.0,3.0,Cloudy,0.0,0.0,1.0,Winter
2024-07-01 01:00:00,41.0147094726563,28.8775634765625,sxk934,7.0,91.0,32.0,54.0,Cloudy,0.0,0.0,1.0,Winter
2024-06-01 00:00:00,40.9872436523438,29.1961669921875,sxkc0m,1.0,148.0,50.0,,Cloudy,0.0,0.0,1.0,Winter
2024-02-01 00:00:00,40.9762573242188,29.2291259765625,sxkc15,13.0,157.0,88.0,284.0,Cloudy,0.0,0.0,1.0,Winter
2024-08-01 02:00:00,41.0421752929688,29.0203857421875,sxk9kr,7.0,53.0,32.0,20.0,Cloudy,1.0,0.0,,Winter
2024-09-01 00:00:00,41.1410522460938,,sxk6p9,162.0,152.0,89.0,87.0,Rainy,,0.0,1.0,Winter
2024-05-01 00:00:00,41.0861206054688,29.3499755859375,sxkcez,,116.0,89.0,14.0,Cloudy,0.0,0.0,1.0,Winter
2024-01-01 01:00:00,40.9048461914063,29.2840576171875,sxkbdq,11.0,84.0,44.0,78.0,Cloudy,0.0,0.0,1.0,Winter
2024-11-01 01:00:00,41.0421752929688,28.7567138671875,sxk3qr,13.0,86.0,39.0,26.0,,0.0,0.0,1.0,Winter
2024-10-01 01:00:00,,29.0313720703125,sxk9hx,4.0,70.0,35.0,53.0,Snowy,0.0,0.0,1.0,Winter
2024-01-01 01:00:00,40.9762573242188,29.2291259765625,,21.0,152.0,91.0,178.0,Cloudy,,0.0,1.0,
2024-08-01 02:00:00,,29.3280029296875,sxkc56,62.0,166.0,89.0,,Snowy,0.0,0.0,1.0,Winter
2024-01-01 02:00:00,40.9872436523438,29.0972900390625,sxk9nj,9.0,53.0,33.0,8.0,Snowy,0.0,0.0,1.0,Winter
2024-01-01 01:00:00,41.0037231445313,28.7677001953125,sxk3q8,21.0,55.0,37.0,11.0,Cloudy,0.0,0.0,1.0,Winter
2024-11-01 02:00:00,41.0037231445313,28.7896728515625,sxk3r0,40.0,,18.0,9.0,,0.0,0.0,1.0,Winter
2024-11-01 00:00:00,40.8444213867188,29.3060302734375,sxkb6g,24.0,152.0,,236.0,Cloudy,,0.0,1.0,Winter
2024-11-01 01:00:00,41.0696411132813,28.6248779296875,sxk3ek,8.0,,52.0,29.0,Sunny,0.0,0.0,1.0,Winter
2024-02-01 01:00:00,41.0806274414063,28.8006591796875,sxk3xq,64.0,123.0,82.0,6.0,Snowy,0.0,0.0,1.0,Winter
2024-12-01 02:00:00,40.8169555664063,29.3609619140625,sxkbhn,26.0,136.0,75.0,89.0,,0.0,0.0,1.0,Winter
2024-09-01 02:00:00,41.0531616210938,28.7237548828125,sxk3t9,10.0,137.0,78.0,103.0,Rainy,0.0,0.0,1.0,
2024-12-01 00:00:00,41.1685180664063,,sxkdjn,4.0,58.0,26.0,24.0,Rainy,0.0,0.0,1.0,Winter
2024-08-01 02:00:00,41.1135864257813,,sxk9bu,16.0,115.0,51.0,20.0,,1.0,,1.0,
